RC,UFI,UNI,DLAT,DLONG,LAT,LONG,MGRS,UTM,JOG,FC,DSG,PC,CC1,ADM1,ADM2,DIM,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME,FULL_NAME,FULL_NAME_,NEWDLAT,NEWDLONG
"3","-2037501","-4834121",12.38333330000,42.73333330000,"122300","424400",38PKU5354869989,KU56,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,TIDDIGILLEBOLO,Tiddigille Bôlo,Tiddigille Bolo,12.38602265000,42.73669277000
"3","-2037352","-4834118",12.56583330000,42.85750000000,"123357","425127",38PKU6721890072,KU69,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,SILALMII,Silalmi¯i,Silalmi`i,12.57226815000,42.85918042000
"3","-2037183","-4834114",12.50000000000,42.51666670000,"123000","423100",38PKU3009883111,KU38,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,SABBALI,Sabbâli,Sabbali,12.50499210000,42.51333634000
"3","-2037121","-4834113",10.98333330000,42.85000000000,"105900","425100",38PKT6506114978,KT61,NC38-05,H,WLL,"0",DJ,"0","0","0",ET,N,,,,RAHLEHIGLE,Rahle Higle,Rahle Higle,10.98224060000,42.84734693000
"3","-2037120","-4834112",10.98333330000,42.86666670000,"105900","425200",38PKT6688314965,KT61,NC38-05,H,WLL,"0",DJ,"0","0","0",ET,N,,,,RAHLEGODLE,Rahle Godle,Rahle Godle,10.98860024000,42.86237442000
"3","-2036115","-4834096",12.53277780000,42.82194440000,"123158","424919",38PKU6332386446,KU68,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,KOLFIYTA,Kolfiyta,Kolfiyta,12.53788335000,42.82820196000
"3","-2035999","-4834092",12.38333330000,42.71666670000,"122300","424300",38PKU5173570005,KU57,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,KALLAASSA,Kalla¯assa,Kalla`assa,12.37816465000,42.71165957000
"3","-2035501","-4834080",12.54944440000,42.84638890000,"123258","425047",38PKU6599588268,KU68,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,HARROUG,Harroûg,Harroug,12.54738235000,42.84856069000
"3","-2035303","-4834076",10.96666670000,42.88333330000,"105800","425300",38PKT6869213108,KT61,NC38-05,H,WLL,"0",DJ,"0","0","0",ET,N,,,,HADADOWGODLE,Ha£â£ow Godle,Hadadow Godle,10.95979711000,42.87845634000
"3","-2035226","-4834074",12.45000000000,42.81666670000,"122700","424900",38PKU6267377291,KU67,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,GOUBIGAHERTOU,Goubi Ga²ertou,Goubi Gahertou,12.44170902000,42.82460874000
"3","-2034356","-4834060",12.57611110000,42.85972220000,"123434","425135",38PKU6746891207,KU69,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,DIMMIYTO,Dimmiyto,Dimmiyto,12.56935734000,42.85965725000
"3","-2034051","-4834053",12.55111110000,42.85972220000,"123304","425135",38PKU6744688441,KU68,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,DAMATADA,Dama¯ta Dâ,Dama`ta Da,12.54973893000,42.86306641000
"3","-2033936","-4834047",12.59361110000,42.87138890000,"123537","425217",38PKU6875293133,KU69,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,DAGADLE,agadle,Dagadle,12.59591505000,42.87365684000
"3","-2033680","-4834040",12.64611110000,42.97166670000,"123846","425818",38PKU7969598856,KU79,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,BISIDIRO,Bisîdiro,Bisidiro,12.64389921000,42.97247410000
"3","-2033449","-4834035",12.41666670000,42.81666670000,"122500","424900",38PKU6264373602,KU67,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,AYRINDADDA,Ayrin a££a¯,Ayrin Dadda`,12.41675089000,42.81098428000
"3","-2033275","-4834029",10.98333330000,42.83333330000,"105900","425000",38PKT6323914991,KT61,NC38-05,H,WLL,"0",DJ,"0","0","0",ET,N,,,,ASAMO,¯Asâmo,`Asamo,10.98661032000,42.83393832000
"3","-2033065","-4834027",12.52777780000,42.81972220000,"123140","424911",38PKU6307785895,KU68,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,ANDALLELOU,An£allêlou,Andallelou,12.53077574000,42.82070006000
"3","-2032657","-4834019",12.41666670000,42.78333330000,"122500","424700",38PKU5901873632,KU57,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,ADKOMA,¯Adkôma,`Adkoma,12.42319404000,42.77708606000
"3","-2032591","-4834017",12.41666670000,42.76666670000,"122500","424600",38PKU5720573647,KU57,ND38-13,H,WLL,"0",DJ,"0","0","0",ET,N,,,,ADBOLTO,¯Adbolto,`Adbolto,12.41131108000,42.77444538000
"3","-2033637","-4556306",11.01666670000,42.96666670000,"110100","425800",38PKT7784018577,KT71,NC38-01,H,WLL,"0",DJ,"0","0","0",SO,N,,,,BEYYOGESTIR,Bêyyo Gêstîr,Beyyo Gestir,11.01847316000,42.96910427000
"3","-2037697","-2829843",11.73444440000,42.67611110000,"114404","424034",38PKT4671598235,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,YOUKKOUHOUR,Youkkou²our,Youkkouhour,11.72863770000,42.68076703000
"3","-2037696","-2829841",11.93527780000,42.84805560000,"115607","425053",38PKU6563520308,KU62,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,YOOREN,Yô¯orên,Yo`oren,11.94099149000,42.84459067000
"3","-2037696","-2829839",11.93527780000,42.84805560000,"115607","425053",38PKU6563520308,KU62,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,YOOREIN,Yoorein,Yoorein,11.93311732000,42.85553995000
"3","-2037686","-2829828",12.22194440000,42.72333330000,"121319","424324",38PKU5230952139,KU55,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,YAYGORI,Yaygori,Yaygori,12.22962399000,42.72498543000
"3","-2037685","-2829827",11.82944440000,43.06805560000,"114946","430405",38PKU8952208423,KU80,NC38-01,H,WLL,"0",DJ,"4","0","0",,N,,,,YAYA,Yâyâ,Yaya,11.83152192000,43.06935699000
"3","-2037671","-2829813",12.23694440000,42.43583330000,"121413","422609",38PKU2102854079,KU25,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,YANGOULALISSE,Yangoulâlisse,Yangoulalisse,12.24078143000,42.43343214000
"3","-2037686","-2829802",12.22194440000,42.72333330000,"121319","424324",38PKU5230952139,KU55,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,YAIGORI,Yaïgôri,Yaigori,12.22264068000,42.72684335000
"3","-2037685","-2829801",11.82944440000,43.06805560000,"114946","430405",38PKU8952208423,KU80,NC38-01,H,WLL,"0",DJ,"4","0","0",,V,,,,YAIA,Yaïa,Yaia,11.82817817000,43.06290867000
"3","-2037655","-2829796",12.32388890000,42.67611110000,"121926","424034",38PKU4726663464,KU46,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,YABILLOU,Yabillou,Yabillou,12.32694105000,42.68334408000
"3","-2037655","-2829791",12.32388890000,42.67611110000,"121926","424034",38PKU4726663464,KU46,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,YABALLOU,Yaballou,Yaballou,12.32066978000,42.68180165000
"3","-2037652","-2829787",11.88333330000,42.18333330000,"115300","421100",38PJU9313515208,JU91,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WIDDI,Widdi,Widdi,11.88536849000,42.18942261000
"3","-2037650","-2829785",12.10000000000,42.93333330000,"120600","425600",38PKU7506338463,KU73,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WERI,Wêri,Weri,12.10611032000,42.93659655000
"3","-2037649","-2829784",11.79305560000,42.70027780000,"114735","424201",38PKU4940304700,KU40,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WER,Wêr,Wer,11.78798360000,42.69351193000
"3","-2037645","-2829775",12.16666670000,42.63333330000,"121000","423800",38PKU4245946106,KU44,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WEIKORI,Wê¯i Kori,We`i Kori,12.17341898000,42.63617444000
"3","-2037638","-2829767",12.35111110000,42.90166670000,"122104","425406",38PKU7183166274,KU76,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WAYSO,Wayso,Wayso,12.35690855000,42.90972969000
"3","-2037620","-2829748",11.75361110000,42.68166670000,"114513","424054",38PKU4733800351,KU40,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WAYBOUDKA,Wayboudka,Wayboudka,11.75765867000,42.67334773000
"3","-2037613","-2829741",12.00527780000,43.02305560000,"120019","430123",38PKU8475727911,KU82,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,WARRABA,Warrab¯a,Warrab`a,12.00908987000,43.02580533000
"3","-2037610","-2829738",12.37916670000,42.98472220000,"122245","425905",38PKU8088969309,KU86,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,WARHANTA,War²anta,Warhanta,12.37305793000,42.98510607000
"3","-2037601","-2829727",11.18500000000,42.91083330000,"111106","425439",38PKT7186837243,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,WARAGABANINLE,Waraga Banînle,Waraga Baninle,11.17765682000,42.91245439000
"3","-2037598","-2829724",12.30777780000,42.43916670000,"121828","422621",38PKU2146561916,KU26,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WARABIMOUDO,Warâbi Moudo,Warabi Moudo,12.30686010000,42.44342655000
"3","-2037587","-2829712",11.62805560000,41.95055560000,"113741","415702",37PHN2176087097,HN28,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,WALWALLOU,Walwallou,Walwallou,11.63159059000,41.94343787000
"3","-2037586","-2829711",11.79361110000,42.85666670000,"114737","425124",38PKU6645204626,KU60,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WALWALLE,Walwallé,Walwalle,11.79699996000,42.86396431000
"3","-2037582","-2829707",12.35888890000,42.80416670000,"122132","424815",38PKU6123167220,KU66,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,WALABBOL,Walabbol,Walabbol,12.35164151000,42.81231171000
"3","-2037570","-2829695",12.45000000000,42.51666670000,"122700","423100",38PKU3004677577,KU37,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WAHIDALOU,Wahidalou,Wahidalou,12.44167912000,42.52346717000
"3","-2037566","-2829691",11.74638890000,42.65000000000,"114447","423900",38PKT4387899581,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,Lê,WAGILE,Wag¯i Lê,Wag`i Le,11.75297447000,42.65225128000
"3","-2037565","-2829690",11.95944440000,42.20555560000,"115734","421220",38PJU9564323609,JU92,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WAGGARA,Waggara,Waggara,11.95477803000,42.20582190000
"3","-2037564","-2829689",11.88861110000,42.86750000000,"115319","425203",38PKU6771415128,KU61,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WADRIBA,Wadriba,Wadriba,11.88071763000,42.86702961000
"3","-2037556","-2829681",11.95611110000,42.87722220000,"115722","425238",38PKU6883022589,KU62,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,Bouyyi,WADEBOUYYI,Wâde Bouyyi,Wade Bouyyi,11.95583715000,42.87082610000
"3","-2037553","-2829678",12.35444440000,42.92638890000,"122116","425535",38PKU7452366622,KU76,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WADDI,Waddi,Waddi,12.35324786000,42.93261811000
"3","-2037552","-2829677",12.13333330000,43.01666670000,"120800","430100",38PKU8416342084,KU84,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WADDI,Waddi,Waddi,12.13514349000,43.02265391000
"3","-2037551","-2829676",12.11666670000,42.73333330000,"120700","424400",38PKU5330040480,KU54,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,WADDI,Waddi,Waddi,12.11734023000,42.73850593000
"3","-2037547","-2829672",11.91444440000,42.46833330000,"115452","422806",38PKU2423618352,KU21,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,WADARDADDAO,Wadar a£da¯o,Wadar Dadda`o,11.90754970000,42.47528266000
"3","-2037534","-2829654",11.29138890000,41.84305560000,"111729","415035",37PHN1039649709,HN14,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,TOUS,Tous,Tous,11.29860036000,41.84536151000
"3","-2037528","-2829646",12.42000000000,43.31916670000,"122512","431909",38PLU1729073575,LU17,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,TOURBAMOULHOULI,Tourba Moulhouli,Tourba Moulhouli,12.41556757000,43.31618868000
"3","-2037523","-2829640",11.89194440000,42.75000000000,"115331","424500",38PKU5491215598,KU51,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,TOUGUE,Tougue,Tougue,11.88599900000,42.74299010000
"3","-2037523","-2829639",11.89194440000,42.75000000000,"115331","424500",38PKU5491215598,KU51,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TOUGE,Touge,Touge,11.88599554000,42.75571095000
"3","-2037520","-2829636",11.94138890000,42.71944440000,"115629","424310",38PKU5162721097,KU52,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,TORAN,Toran,Toran,11.94560637000,42.71657913000
"3","-2037515","-2829629",11.45111110000,42.64833330000,"112704","423854",38PKT4342766907,KT46,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TOBBO,Tobbo¯,Tobbo`,11.45157132000,42.65000428000
"3","-2037515","-2829628",11.45111110000,42.64833330000,"112704","423854",38PKT4342766907,KT46,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,TOBA,Toba,Toba,11.45118206000,42.64198982000
"3","-2037512","-2829625",11.86694440000,42.05333330000,"115201","420312",38PJU7894213541,JU71,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TIKIBO,Tikîbo,Tikibo,11.87060338000,42.04695028000
"3","-2037501","-2829611",12.38333330000,42.73333330000,"122300","424400",38PKU5354869989,KU56,ND38-13,H,WLL,"0",DJ,"0","0","0",DJ,N,,,,TIDDIGILLEBOLO,Tiddigille Bôlo,Tiddigille Bolo,12.38013638000,42.73478221000
"3","-2037500","-2829610",12.03333330000,42.81666670000,"120200","424900",38PKU6230131185,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,TIDBIDA,Tidbi£a,Tidbida,12.03562862000,42.80887737000
"3","-2037499","-2829608",12.08333330000,42.90000000000,"120500","425400",38PKU7141936647,KU73,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,TEWO,Tew¯o,Tew`o,12.08860568000,42.89336707000
"3","-2037498","-2829607",12.04305560000,43.01722220000,"120235","430102",38PKU8415132095,KU83,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,TEWO,Tew¯o,Tew`o,12.03874207000,43.02538871000
"3","-2037497","-2829606",11.74694440000,41.89361110000,"114449","415337",37PHP1541000195,HP10,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,TEWO,Tew¯o,Tew`o,11.75244520000,41.90067269000
"3","-2037494","-2829603",12.08333330000,42.88333330000,"120500","425300",38PKU6960436661,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,TEWELE,Tew¯e Lê,Tew`e Le,12.07708117000,42.87845679000
"3","-2037493","-2829602",11.98333330000,42.45000000000,"115900","422700",38PKU2230825995,KU22,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TEWELE,Tew¯e Lê,Tew`e Le,11.98459146000,42.45261418000
"3","-2037492","-2829601",11.69555560000,42.60444440000,"114144","423616",38PKT3886393997,KT39,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,Lê,TEWELE,Tew¯e Lê,Tew`e Le,11.69843853000,42.60367897000
"3","-2037491","-2829600",10.98333330000,42.05000000000,"105900","420300",38PJT7758015720,JT71,NC38-05,H,WLL,"0",DJ,"0","0","0",,N,,,,TEWE,Tew¯e,Tew`e,10.97700182000,42.04477797000
"3","-2037494","-2829595",12.08333330000,42.88333330000,"120500","425300",38PKU6960436661,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,TEOELE,Téoélé,Teoele,12.08946514000,42.87577511000
"3","-2037491","-2829594",10.98333330000,42.05000000000,"105900","420300",38PJT7758015720,JT71,NC38-05,H,WLL,"0",DJ,"0","0","0",,V,,,,TEOAO,Téoao,Teoao,10.98886062000,42.04575304000
"3","-2037485","-2829590",11.02166670000,42.43888890000,"110118","422620",38PKT2014819572,KT21,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TAWWAO,Tawwa¯o,Tawwa`o,11.01712357000,42.43842500000
"3","-2037484","-2829589",11.75000000000,42.70000000000,"114500","424200",38PKT4933499935,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TATTAB,Tattab,Tattab,11.75641035000,42.69392951000
"3","-2037485","-2829583",11.02166670000,42.43888890000,"110118","422620",38PKT2014819572,KT21,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,TAOAO,Tao ao,Tao ao,11.01982952000,42.43472430000
"3","-2037479","-2829582",12.00666670000,42.32194440000,"120024","421919",38PKU0837928710,KU02,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,TANKAHO,Tanka²o,Tankaho,12.00816628000,42.32732982000
"3","-2037478","-2829581",10.97638890000,42.01000000000,"105835","420036",38PJT7319614994,JT71,NC38-05,H,WLL,"0",DJ,"2","0","0",,N,,,,TAMMIRO,Tammiro,Tammiro,10.96943788000,42.00782297000
"3","-2037478","-2829580",10.97638890000,42.01000000000,"105835","420036",38PJT7319614994,JT71,NC38-05,H,WLL,"0",DJ,"2","0","0",,V,,,,TAMIRO,Tamiro,Tamiro,10.98464023000,42.00844160000
"3","-2037477","-2829579",12.36666670000,42.55000000000,"122200","423300",38PKU3358768321,KU36,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,TAMHARO,Tamharo,Tamharo,12.36513821000,42.55780218000
"3","-2037466","-2829567",11.95000000000,43.18333330000,"115700","431100",38PLU0217221675,LU02,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,TAGUARRE,Taguarré,Taguarre,11.95570140000,43.17561264000
"3","-2037466","-2829562",11.95000000000,43.18333330000,"115700","431100",38PLU0217221675,LU02,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,TAGARRE,Tagarré,Tagarre,11.95763596000,43.19005742000
"3","-2037442","-2829519",11.02250000000,42.47805560000,"110121","422841",38PKT2443119628,KT21,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUREYRA,Soureyra,Soureyra,11.02941572000,42.47362431000
"3","-2037437","-2829514",12.33333330000,42.75000000000,"122000","424500",38PKU5531564441,KU56,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUNKOUBOUYYI,Sounkou Bouyyi,Sounkou Bouyyi,12.32778306000,42.75268254000
"3","-2037434","-2829510",12.01666670000,42.96666670000,"120100","425800",38PKU7862429216,KU72,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SOULEMA,Soulêma,Soulema,12.01205817000,42.96576402000
"3","-2037425","-2829499",12.03333330000,42.55000000000,"120200","423300",38PKU3325331430,KU33,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUDDA,Soudda,Soudda,12.02550982000,42.54360851000
"3","-2037420","-2829494",11.71722220000,42.63527780000,"114302","423807",38PKT4224696367,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUBOULTOU,Souboultou,Souboultou,11.71673410000,42.63113077000
"3","-2037419","-2829493",11.68916670000,42.64805560000,"114121","423853",38PKT4361393250,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUBOULTOU,Souboultou,Souboultou,11.68955151000,42.64998598000
"3","-2037418","-2829491",11.69805560000,42.64861110000,"114153","423855",38PKT4368294233,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUBOULTO,Souboulto,Souboulto,11.69110038000,42.64462112000
"3","-2037414","-2829487",11.70416670000,42.66944440000,"114215","424010",38PKT4596094891,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUBLALABO,Soublalab¯o,Soublalab`o,11.69814745000,42.66268371000
"3","-2037412","-2829485",11.25000000000,42.80000000000,"111500","424800",38PKT5981344523,KT54,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOUBAGO,Soubago,Soubago,11.24257042000,42.80071780000
"3","-2037402","-2829471",11.17444440000,42.99916670000,"111028","425957",38PKT8150936008,KT83,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOLOAD,Sôlôâd,Soload,11.17319292000,43.00203826000
"3","-2037391","-2829458",11.98500000000,42.75361110000,"115906","424513",38PKU5538925892,KU52,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SOKOHTA,Sokohta,Sokohta,11.97999971000,42.75324463000
"3","-2037388","-2829456",11.16250000000,42.97472220000,"110945","425829",38PKT7883034705,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,SOGUEL,Soguel,Soguel,11.15494977000,42.96957158000
"3","-2037389","-2829454",11.16722220000,42.98416670000,"111002","425903",38PKT7986535221,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,SOGELYARE,Sôgêl Yare,Sogel Yare,11.16256026000,42.97734545000
"3","-2037388","-2829453",11.16250000000,42.97472220000,"110945","425829",38PKT7883034705,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,SOGELWEYNE,Sôgêl Weyne,Sogel Weyne,11.16714718000,42.98304651000
"3","-2037388","-2829452",11.16250000000,42.97472220000,"110945","425829",38PKT7883034705,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,SOGEL,Sogêl,Sogel,11.16118666000,42.97312074000
"3","-2037385","-2829449",11.22916670000,43.01361110000,"111345","430049",38PKT8312842052,KT84,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SODAHADDA,Sôdahâdda,Sodahadda,11.23406835000,43.01359208000
"3","-2037384","-2829448",11.23333330000,43.00000000000,"111400","430000",38PKT8164542523,KT84,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SODADEDER,Sôda£ê£êr,Sodadeder,11.23683430000,42.99552302000
"3","-2037375","-2829431",12.03333330000,42.98333330000,"120200","425900",38PKU8045331046,KU83,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SIYAHITTO,Siyâ²itto,Siyahitto,12.03871781000,42.98690476000
"3","-2037372","-2829427",11.48944440000,42.46833330000,"112922","422806",38PKT2381471315,KT27,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SITA,Sîta,Sita,11.49771296000,42.47288726000
"3","-2037369","-2829424",11.07805560000,42.53972220000,"110441","423223",38PKT3122425720,KT32,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SISSIB,Sissib,Sissib,11.07897938000,42.54420749000
"3","-2037364","-2829417",11.00000000000,42.11666670000,"110000","420700",38PJT8488917494,JT81,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SISALEDODA,Sîsa le o£a,Sisa le Doda,11.00419094000,42.10937282000
"3","-2037355","-2829407",12.00000000000,43.13333330000,"120000","430800",38PKU9676327243,KU92,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SILLE,Sillé,Sille,11.99324371000,43.12631491000
"3","-2037355","-2829405",12.00000000000,43.13333330000,"120000","430800",38PKU9676327243,KU92,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,SILE,Silé,Sile,12.00061153000,43.13346326000
"3","-2037353","-2829404",11.83861110000,42.67722220000,"115019","424038",38PKU4693109761,KU40,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SILBIHI,Silbîhi,Silbihi,11.83649128000,42.68281000000
"3","-2037352","-2829403",12.56583330000,42.85750000000,"123357","425127",38PKU6721890072,KU69,ND38-13,H,WLL,"0",DJ,"0","0","0",DJ,N,,,,SILALMII,Silalmi¯i,Silalmi`i,12.55844918000,42.86433733000
"3","-2037342","-2829393",10.94027780000,41.96861110000,"105625","415807",37PHN2450310973,HN21,NC37-08,H,WLL,"0",DJ,"0","0","0",,N,,,,SIDABOUYYA,Sî£a Boûyya,Sida Bouyya,10.93469567000,41.97136146000
"3","-2037335","-2829385",11.83333330000,42.80000000000,"115000","424800",38PKU6031009069,KU60,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SIB,Sib,Sib,11.82737407000,42.80265683000
"3","-2037326","-2829371",11.25166670000,42.23027780000,"111506","421349",38PJT9757545235,JT94,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SEKSABIR,Sek Sabir,Sek Sabir,11.24754258000,42.23481359000
"3","-2037308","-2829346",11.80750000000,42.67916670000,"114827","424045",38PKU4711506317,KU40,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SATABOU,Satabou,Satabou,11.81275004000,42.68629415000
"3","-2037304","-2829341",11.82277780000,42.48611110000,"114922","422910",38PKU2608208190,KU20,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SASAW,Sâsaw,Sasaw,11.82267974000,42.48605055000
"3","-2037303","-2829340",11.74972220000,42.67000000000,"114459","424012",38PKT4606299932,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SASAKTADAG,Sasakta Dag,Sasakta Dag,11.74388084000,42.66670411000
"3","-2037281","-2829318",11.91944440000,42.14111110000,"115510","420828",38PJU8857319253,JU81,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SARAYTOU,Saraytou,Saraytou,11.91182043000,42.13316304000
"3","-2037272","-2829306",11.44833330000,42.82000000000,"112654","424912",38PKT6216266452,KT66,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SANQANIN,Sanqanîn,Sanqanin,11.45292206000,42.82269207000
"3","-2037269","-2829303",11.50861110000,42.78250000000,"113031","424657",38PKT5812173153,KT57,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SANOUN,San¯oun,San`oun,11.50683808000,42.78052739000
"3","-2037268","-2829302",12.09222220000,43.41555560000,"120532","432456",38PLU2755737252,LU23,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SANOULEFODO,Sanou le Fôdo,Sanou le Fodo,12.09925563000,43.41006872000
"3","-2037263","-2829295",12.01666670000,42.88333330000,"120100","425300",38PKU6954829284,KU62,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SANKAHAYYOU,Sanka²ayyou,Sankahayyou,12.01089030000,42.87971213000
"3","-2037257","-2829288",12.20944440000,43.02305560000,"121234","430123",38PKU8492050500,KU85,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,SANDIHTO,Sandi²to,Sandihto,12.20203527000,43.01530121000
"3","-2037254","-2829284",11.46222220000,41.86250000000,"112744","415145",37PHN1233468641,HN16,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,SANDADDORA,San£âddora,Sandaddora,11.45450043000,41.86580308000
"3","-2037252","-2829282",11.58833330000,42.68888890000,"113518","424120",38PKT4797682055,KT48,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,SANDA,Sanda,Sanda,11.58403466000,42.68795650000
"3","-2037251","-2829281",11.64444440000,42.35472220000,"113840","422117",38PKT1157188583,KT18,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,Bouyyi,SANBOUYYI,Sân Bouyyi,San Bouyyi,11.64712483000,42.34714475000
