RC,UFI,UNI,DLAT,DLONG,LAT,LONG,MGRS,UTM,JOG,FC,DSG,PC,CC1,ADM1,ADM2,DIM,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME,FULL_NAME,FULL_NAME_,NEWDLAT,NEWDLONG
"3","-2035971","-2826138",12.14611110000,42.19833330000,"120846","421154",38PJU9506744281,JU94,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,GADODA,Gadoda,Gadoda,12.13846469000,42.19060380000
"3","-2034764","-2826134",11.16166670000,42.85638890000,"110942","425123",38PKT6590134704,KT63,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GADKAAD,Ga£ka ¯Ad,Gadka `Ad,11.16196634000,42.85336360000
"3","-2034760","-2826129",11.69972220000,42.72805560000,"114159","424341",38PKT5234894347,KT59,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GADE,Gade,Gade,11.69974209000,42.72018330000
"3","-2034751","-2826120",11.98388890000,42.44555560000,"115902","422644",38PKU2182426061,KU22,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,¯Êla,GABONELA,Gabon ¯Êla,Gabon `Ela,11.97567413000,42.44479760000
"3","-2033815","-2826109",12.07027780000,42.34972220000,"120413","422059",38PKU1147435722,KU13,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,GABOLLE,Gabollé,Gabolle,12.07792164000,42.35194542000
"3","-2034737","-2826102",12.56916670000,42.86416670000,"123409","425151",38PKU6794590435,KU69,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,GABLATAF,Gablataf,Gablataf,12.57118444000,42.86524764000
"3","-2034733","-2826098",11.40000000000,41.95000000000,"112400","415700",37PHN2195961849,HN26,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,GABLALOUDABALKOMA,Gablalou Dabal Kôma,Gablalou Dabal Koma,11.40506924000,41.95381166000
"3","-2034730","-2826094",11.14388890000,42.58833330000,"110838","423518",38PKT3659632962,KT33,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GABLALOU,Gablalou,Gablalou,11.14254413000,42.58194163000
"3","-2034726","-2826090",11.26666670000,42.35000000000,"111600","422100",38PKT1067146774,KT14,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GABLALITA,Gablalita,Gablalita,11.26794923000,42.34777546000
"3","-2034713","-2826073",11.81333330000,42.76361110000,"114848","424549",38PKU5632506887,KU50,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GABHOTIM,Gab²ôtim,Gabhotim,11.81086583000,42.76533721000
"3","-2034711","-2826071",11.69805560000,42.14194440000,"114153","420831",38PJT8841394743,JT89,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GABHASE,Gab²ase,Gabhase,11.69830064000,42.13501916000
"3","-2034710","-2826070",11.98472220000,42.34361110000,"115905","422037",38PKU1071626258,KU12,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,GABETA,Gabe¯ta,Gabe`ta,11.98683460000,42.34123257000
"3","-2034702","-2826062",12.03333330000,42.85000000000,"120200","425100",38PKU6593131156,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,GABAL,Gabal,Gabal,12.04064094000,42.85652913000
"3","-2034711","-2826059",11.69805560000,42.14194440000,"114153","420831",38PJT8841394743,JT89,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,GABAASSE,Gabaassé,Gabaasse,11.70302730000,42.14294056000
"3","-2034698","-2826057",11.58361110000,43.10055560000,"113501","430602",38PKT9288181201,KT98,NC38-01,H,WLL,"0",DJ,"3","0","0",,N,,,,GAANMAAN,Ga¯an Ma¯ân,Ga`an Ma`an,11.57799200000,43.10522869000
"3","-2034693","-2826048",11.56666670000,43.11666670000,"113400","430700",38PKT9462679315,KT97,NC38-01,H,WLL,"0",DJ,"3","0","0",,V,,,,FOUTTOODAY,Foutto Oday,Foutto Oday,11.56842094000,43.11148141000
"3","-2034691","-2826044",12.23333330000,42.85000000000,"121400","425100",38PKU6610653287,KU65,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,FOULOULOUE,Fouloûloue,Foulouloue,12.23260102000,42.84810203000
"3","-2034689","-2826042",12.10944440000,42.28027780000,"120634","421649",38PKU0395140132,KU04,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,FOULHA,Foulha,Foulha,12.11287605000,42.27499773000
"3","-2034689","-2826041",12.10944440000,42.28027780000,"120634","421649",38PKU0395140132,KU04,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,FOULA,Foul¯a,Foul`a,12.10445189000,42.28795572000
"3","-2034680","-2826031",11.73194440000,42.67666670000,"114355","424036",38PKT4677397958,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,FOHA,Fô²a,Foha,11.73064512000,42.67796386000
"3","-2034678","-2826029",12.39222220000,43.33361110000,"122332","432001",38PLU1884270492,LU17,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,FODONKATO,Fo£onka¯to,Fodonka`to,12.39245603000,43.33007330000
"3","-2034672","-2826023",11.31444440000,42.95222220000,"111852","425708",38PKT7648951533,KT75,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,FOAR,Fô¯ar,Fo`ar,11.31659521000,42.95399610000
"3","-2034660","-2826011",12.45000000000,42.85000000000,"122700","425100",38PKU6629877261,KU67,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,FIALE,Fî¯ale,Fi`ale,12.45660654000,42.84331754000
"3","-2034659","-2826010",11.63583330000,42.35305560000,"113809","422111",38PKT1138087632,KT18,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,FIALE,Fi¯ale,Fi`ale,11.62794098000,42.35521142000
"3","-2034658","-2826009",11.63333330000,41.93333330000,"113800","415600",37PHN1987487662,HN18,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,FIALE,Fî¯ale,Fi`ale,11.63327783000,41.93549511000
"3","-2034630","-2826002",11.24583330000,42.82861110000,"111445","424943",38PKT6293544039,KT64,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,FERADDIL,Feraddil,Feraddil,11.24311545000,42.82156900000
"3","-2034650","-2825999",11.35000000000,42.36166670000,"112100","422142",38PKT1202955986,KT15,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,FAYA,Fa¯ya,Fa`ya,11.34932400000,42.36957956000
"3","-2034649","-2825998",11.80777780000,42.28722220000,"114828","421714",38PKU0438006732,KU00,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,FATOUMAEYLA,Fatouma 'Eyla,Fatouma 'Eyla,11.80007819000,42.28776398000
"3","-2034649","-2825997",11.80777780000,42.28722220000,"114828","421714",38PKU0438006732,KU00,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,¯Êla,FATOUMAELA,Fâtouma ¯Êla,Fatouma `Ela,11.81437789000,42.28838093000
"3","-2034647","-2825995",12.46944440000,42.46527780000,"122810","422755",38PKU2447779782,KU27,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,FATOHLI,Fato²li,Fatohli,12.46527190000,42.46110217000
"3","-2034646","-2825994",11.73333330000,41.93333330000,"114400","415600",37PHN1975998733,HN19,NC37-04,H,WLL,"0",DJ,"0","0","0",,N,,,,FATOHLE,Fato²le,Fatohle,11.73143190000,41.93569301000
"3","-2034642","-2825990",11.51638890000,42.78666670000,"113059","424712",38PKT5858274010,KT57,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,FATAMAYD,Fata May£,Fata Mayd,11.51218414000,42.78690768000
"3","-2034637","-2825985",12.14777780000,42.48000000000,"120852","422848",38PKU2574444165,KU24,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,FARASKORTI,Faraskorti,Faraskorti,12.14266546000,42.47816615000
"3","-2034632","-2825980",11.20000000000,42.80000000000,"111200","424800",38PKT5977238991,KT53,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,FARAHYOUFIS,Fâra² Yoûfis,Farah Youfis,11.19243735000,42.80563100000
"3","-2034630","-2825978",11.24583330000,42.82861110000,"111445","424943",38PKT6293544039,KT64,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,FARADDIL,Faraddil,Faraddil,11.24535159000,42.83113522000
"3","-2034678","-2825950",12.39222220000,43.33361110000,"122332","432001",38PLU1884270492,LU17,ND38-13,H,WLL,"0",DJ,"4","0","0",,V,,,,FADONKATO,Fa£onka¯to,Fadonka`to,12.38958798000,43.34192261000
"3","-2034604","-2825945",12.51611110000,42.84777780000,"123058","425052",38PKU6611684579,KU68,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,EYSABOUHLE,¯Eysa Bou²le,`Eysa Bouhle,12.51053457000,42.84730151000
"3","-2035571","-2825938",11.80444440000,42.63194440000,"114816","423755",38PKU4196406022,KU40,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,EYMALE,Eymalé,Eymale,11.80000307000,42.63590594000
"3","-2034590","-2825919",11.22833330000,42.40500000000,"111342","422418",38PKT1664342478,KT14,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,ERREA,Erréa,Errea,11.22551614000,42.40697888000
"3","-2034590","-2825918",11.22833330000,42.40500000000,"111342","422418",38PKT1664342478,KT14,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,ERRE,Erre¯,Erre`,11.23209485000,42.39760103000
"3","-2034587","-2825914",11.36666670000,42.36666670000,"112200","422200",38PKT1259257826,KT15,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,EROLI,¯Êroli,`Eroli,11.36297693000,42.37214038000
"3","-2034586","-2825913",12.14972220000,43.36861110000,"120859","432207",38PLU2248543643,LU24,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,Lê,EROLELE,¯Êro le Lê,`Ero le Le,12.15234669000,43.37536696000
"3","-2034584","-2825911",11.54027780000,42.03527780000,"113225","420207",38PJT7659377395,JT77,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,EROLE,¯Êrole,`Erole,11.53597540000,42.03032260000
"3","-2035723","-2825901",11.83694440000,43.07777780000,"115013","430440",38PKU9058709245,KU90,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,EQUITA,Equita,Equita,11.84242573000,43.07152129000
"3","-2035769","-2825899",11.53444440000,42.85138890000,"113204","425105",38PKT6566075954,KT67,NC38-01,H,WLL,"0",DJ,"3","0","0",,V,,,,ENDOLEY,Endoley,Endoley,11.53799330000,42.85241097000
"3","-2034575","-2825897",11.00000000000,42.05000000000,"110000","420300",38PJT7759817565,JT71,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,ELWA,¯Elwa,`Elwa,10.99640891000,42.04174821000
"3","-2034568","-2825888",11.13027780000,42.92000000000,"110749","425512",38PKT7282731182,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,ELKAOUMADA,¯Êlka Oumadâ,`Elka Oumada,11.13631391000,42.92812904000
"3","-2034567","-2825887",11.10277780000,42.66694440000,"110610","424001",38PKT4515128344,KT42,NC38-01,H,WLL,"0",DJ,"1","0","0",,V,,,,ELKAGALILE,¯Êlka Galîle,`Elka Galile,11.10313442000,42.66478801000
"3","-2034564","-2825883",11.14833330000,42.93444440000,"110854","425604",38PKT7441933168,KT73,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,ELKAABO,¯Êlka Ab¯o,`Elka Ab`o,11.15144156000,42.93019144000
"3","-2034559","-2825875",11.43305560000,42.89000000000,"112559","425324",38PKT6979064705,KT66,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,ELBAHAY,¯Êl Ba²ay,`El Bahay,11.42596135000,42.89566545000
"3","-2035724","-2825871",11.77611110000,42.85944440000,"114634","425134",38PKU6674002687,KU60,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,EKKITA,Ekkita,Ekkita,11.77986086000,42.85153394000
"3","-2035263","-2825866",10.96000000000,41.87361110000,"105736","415225",37PHN1409013056,HN11,NC37-08,H,WLL,"0",DJ,"0","0","0",,V,,,,EILGOIR,Eilgoir,Eilgoir,10.96148969000,41.86870161000
"3","-2034543","-2825862",12.45000000000,42.85000000000,"122700","425100",38PKU6629877261,KU67,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,EGUERBA,Eguerba,Eguerba,12.45462481000,42.84775942000
"3","-2034543","-2825850",12.45000000000,42.85000000000,"122700","425100",38PKU6629877261,KU67,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,EGERBAA,Egerba¯a,Egerba`a,12.45439404000,42.85309636000
"3","-2034542","-2825849",12.36666670000,42.98333330000,"122200","425900",38PKU8072767927,KU86,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,EGERBAA,Egerba¯a,Egerba`a,12.35889803000,42.98181446000
"3","-2035704","-2825834",11.68416670000,42.59416670000,"114103","423539",38PKT3773192746,KT39,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,EDEYTA,Edeyta,Edeyta,11.69123947000,42.59643717000
"3","-2035704","-2825829",11.68416670000,42.59416670000,"114103","423539",38PKT3773192746,KT39,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,EDDEITA,Eddeïta,Eddeita,11.67607206000,42.58889553000
"3","-2034518","-2825821",12.06666670000,42.80000000000,"120400","424800",38PKU6051534888,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,EDA,Ê£a,Eda,12.06504369000,42.80619274000
"3","-2034516","-2825818",12.02611110000,42.27388890000,"120134","421626",38PKU0316430914,KU03,ND38-13,H,WLL,"0",DJ,"5","0","0",,N,,,,EBODDARA,Ebo£dara,Eboddara,12.02066544000,42.27093284000
"3","-2034516","-2825817",12.02611110000,42.27388890000,"120134","421626",38PKU0316430914,KU03,ND38-13,H,WLL,"0",DJ,"5","0","0",,V,,,,EBODARA,Ebo-Dara,Ebo-Dara,12.02977056000,42.27201817000
"3","-2034484","-2825803",11.70055560000,42.75138890000,"114202","424505",38PKT5489394419,KT59,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DULOULOU,Duloulou,Duloulou,11.69576622000,42.74539260000
"3","-2034510","-2825796",11.02611110000,42.87472220000,"110134","425229",38PKT6779719691,KT61,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DOUSAQOUDMOUNE,oûsaqou£moûne,Dousaqoudmoune,11.01995439000,42.87470223000
"3","-2034505","-2825790",11.13805560000,42.80722220000,"110817","424826",38PKT6051032131,KT63,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DOURDOURRAWARABA,Dourdourra Warâba,Dourdourra Waraba,11.13967348000,42.80144272000
"3","-2034505","-2825788",11.13805560000,42.80722220000,"110817","424826",38PKT6051032131,KT63,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DOURDOURAWARABE,Dourdoura Warâbe,Dourdoura Warabe,11.13229626000,42.80340483000
"3","-2034504","-2825787",11.53500000000,42.83750000000,"113206","425015",38PKT6414576027,KT67,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DOURDOURA,Dourdoura,Dourdoura,11.53765313000,42.84283454000
"3","-2034498","-2825778",11.95222220000,43.01000000000,"115708","430036",38PKU8329222051,KU82,NC38-01,H,WLL,"0",DJ,"4","0","0",,N,,,,DOUNOUHOUS,Dounouhous,Dounouhous,11.94785078000,43.01566171000
"3","-2034498","-2825777",11.95222220000,43.01000000000,"115708","430036",38PKU8329222051,KU82,NC38-01,H,WLL,"0",DJ,"4","0","0",,V,,,,DOUNNOUHOUS,Dounnouhous,Dounnouhous,11.95304443000,43.00281013000
"3","-2034494","-2825773",11.98583330000,42.97777780000,"115909","425840",38PKU7980925795,KU72,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DOUMMAMAT,Doummamat,Doummamat,11.97800319000,42.97042047000
"3","-2034483","-2825754",11.98611110000,42.87861110000,"115910","425243",38PKU6900725907,KU62,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DOULMA,Doulma,Doulma,11.98715403000,42.87283636000
"3","-2034481","-2825751",11.82138890000,42.99750000000,"114917","425951",38PKU8182607586,KU80,NC38-01,H,WLL,"0",DJ,"4","0","0",,N,,,,DOULLE,oulle,Doulle,11.81314905000,42.99130646000
"3","-2034481","-2825750",11.82138890000,42.99750000000,"114917","425951",38PKU8182607586,KU80,NC38-01,H,WLL,"0",DJ,"4","0","0",,V,,,,DOULE,Doulé,Doule,11.81414671000,42.99459379000
"3","-2034477","-2825745",12.03527780000,42.29638890000,"120207","421747",38PKU0562531905,KU03,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DOUFALOU,Doufâlou,Doufalou,12.02849405000,42.29060283000
"3","-2034471","-2825739",11.55555560000,42.83027780000,"113320","424949",38PKT6337478307,KT67,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DOUDDOUMA,Douddouma,Douddouma,11.55099192000,42.82822841000
"3","-2034467","-2825732",11.53333330000,43.16666670000,"113200","431000",38PLT0005775592,LT07,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DOUDA,Douda,Douda,11.53274422000,43.17117759000
"3","-2034464","-2825726",12.13138890000,43.38083330000,"120753","432251",38PLU2380341607,LU24,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DOUBIYA,Doûbiya,Doubiya,12.13430700000,43.37495677000
"3","-2034510","-2825722",11.02611110000,42.87472220000,"110134","425229",38PKT6779719691,KT61,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DOSSAKODMOUNE,Dossakodmouné,Dossakodmoune,11.02293607000,42.86867268000
"3","-2034459","-2825718",11.97722220000,42.34333330000,"115838","422036",38PKU1067825429,KU12,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DORRITABEYNA,Dorri Tabeyna,Dorri Tabeyna,11.97305502000,42.34859762000
"3","-2034458","-2825717",11.25361110000,42.30083330000,"111513","421803",38PKT0528645378,KT04,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DORRAASSA,Dorra¯assa,Dorra`assa,11.25897785000,42.30061287000
"3","-2034453","-2825716",12.03500000000,42.23305560000,"120206","421359",38PJU9872431943,JU93,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,DORRAASSA,Dorra Assa,Dorra Assa,12.04016748000,42.23665960000
"3","-2034455","-2825712",11.77750000000,42.61361110000,"114639","423649",38PKU3993903057,KU30,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DORIDABA,Dori Dâba,Dori Daba,11.78088413000,42.61636046000
"3","-2034453","-2825710",12.03500000000,42.23305560000,"120206","421359",38PJU9872431943,JU93,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DORASI,Dor¯asi,Dor`asi,12.03482159000,42.23958262000
"3","-2034449","-2825706",11.58305560000,43.06638890000,"113459","430359",38PKT8915481165,KT88,NC38-01,H,WLL,"0",DJ,"3","0","0",,N,,,,DORALE,Dorâle,Dorale,11.58980589000,43.07291305000
"3","-2034445","-2825700",11.79527780000,42.31138890000,"114743","421841",38PKU0700205323,KU00,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DOOYTA,ô¯oyta,Do`oyta,11.80171717000,42.30573495000
"3","-2034420","-2825672",12.00111110000,43.00972220000,"120004","430035",38PKU8330127460,KU82,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,DOGGA,Dogga,Dogga,11.99364566000,43.01430352000
"3","-2034396","-2825641",12.35888890000,42.78027780000,"122132","424649",38PKU5863267241,KU56,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DIYYAH,Diyyah,Diyyah,12.35962184000,42.77564446000
"3","-2034395","-2825640",11.12833330000,43.03611110000,"110742","430210",38PKT8551130880,KT83,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIYYA,iyya¯,Diyya`,11.12454197000,43.03249401000
"3","-2034367","-2825607",12.38250000000,43.12333330000,"122257","430724",38PKU9596769568,KU96,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DINTO,into,Dinto,12.38240570000,43.11857709000
"3","-2034356","-2825595",12.57611110000,42.85972220000,"123434","425135",38PKU6746891207,KU69,ND38-13,H,WLL,"0",DJ,"0","0","0",DJ,N,,,,DIMMIYTO,Dimmiyto,Dimmiyto,12.57051046000,42.85949758000
"3","-2034355","-2825594",11.90972220000,43.00583330000,"115435","430021",38PKU8280417352,KU81,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIMITO,Dimito,Dimito,11.91445583000,43.00314661000
"3","-2034354","-2825593",11.44722220000,42.56472220000,"112650","423353",38PKT3429666552,KT36,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIMBIYO,Dimbiyo,Dimbiyo,11.44070763000,42.56908110000
"3","-2034343","-2825578",11.69666670000,42.66611110000,"114148","423958",38PKT4558994064,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIKOKAHABA,Dîkôkah Ab¯a,Dikokah Ab`a,11.69751771000,42.67258643000
"3","-2034336","-2825566",11.14111110000,42.80222220000,"110828","424808",38PKT5996632473,KT53,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIISLE,i¯islé,Di`isle,11.13487084000,42.81048918000
"3","-2034330","-2825558",11.16694440000,42.74444440000,"111001","424440",38PKT5367535379,KT53,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIHAYTA,ihayta,Dihayta,11.16080143000,42.74431205000
"3","-2034327","-2825555",12.04361110000,42.82555560000,"120237","424932",38PKU6327832315,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DIGUIBA,Diguiba,Diguiba,12.05186908000,42.82347683000
"3","-2034326","-2825554",11.92194440000,42.99805560000,"115519","425953",38PKU8196718711,KU81,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DIGUIBA,Diguiba,Diguiba,11.91979651000,43.00439833000
"3","-2034327","-2825551",12.04361110000,42.82555560000,"120237","424932",38PKU6327832315,KU63,ND38-13,H,WLL,"0",DJ,"0","0","0",,V,,,,DIGIBA,Digiba,Digiba,12.04670896000,42.83005435000
"3","-2034326","-2825550",11.92194440000,42.99805560000,"115519","425953",38PKU8196718711,KU81,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIGIBA,Digiba,Digiba,11.92517879000,42.99075192000
"3","-2034324","-2825548",11.72277780000,42.66666670000,"114322","424000",38PKT4567496953,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DIDINTO,Didinto,Didinto,11.72497968000,42.66321155000
"3","-2034324","-2825547",11.72277780000,42.66666670000,"114322","424000",38PKT4567496953,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIDDINTO,Diddinto,Diddinto,11.72798568000,42.66965606000
"3","-2034316","-2825535",12.01305560000,43.01805560000,"120047","430105",38PKU8421828775,KU82,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,DIDA,Dîda,Dida,12.01707157000,43.02242846000
"3","-2034315","-2825534",11.74000000000,42.67083330000,"114424","424015",38PKT4614498855,KT49,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIDA,Dîda,Dida,11.73806380000,42.67174127000
"3","-2034312","-2825530",11.00000000000,42.13333330000,"110000","420800",38PJT8671217477,JT81,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIBLA,Dibla,Dibla,11.00181681000,42.13298018000
"3","-2034310","-2825528",11.22027780000,42.95111110000,"111313","425704",38PKT7629541115,KT74,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DIBIRRIN,Dibirrin,Dibirrin,11.21517818000,42.95086751000
"3","-2034310","-2825527",11.22027780000,42.95111110000,"111313","425704",38PKT7629541115,KT74,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DIBIRIN,Dibirin,Dibirin,11.21721388000,42.94867895000
"3","-2034301","-2825510",12.49361110000,43.27055560000,"122937","431614",38PLU1205881752,LU18,ND38-13,H,WLL,"0",DJ,"4","0","0",,N,,,,DERSANDA,er Sanda,Der Sanda,12.50191184000,43.26319432000
"3","-2034282","-2825492",11.03722220000,42.05027780000,"110214","420301",38PJT7766921686,JT72,NC38-01,H,WLL,"0",DJ,"0","0","0",,V,,,,DEREYLA,Der 'eyla,Der 'eyla,11.03657822000,42.05690420000
"3","-2034285","-2825491",12.58333330000,43.20000000000,"123500","431200",38PLU0445691729,LU09,ND38-13,H,WLLS,"0",DJ,"0","0","0",,N,,,,DERELWA,er ¯Elwa,Der `Elwa,12.58481434000,43.20121365000
"3","-2034282","-2825488",11.03722220000,42.05027780000,"110214","420301",38PJT7766921686,JT72,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DERELA,er ¯Êla,Der `Ela,11.03473677000,42.04686920000
"3","-2034281","-2825487",10.94861110000,41.93611110000,"105655","415610",37PHN2093911861,HN21,NC37-08,H,WLL,"0",DJ,"0","0","0",,N,,,,DERELA,er ¯Êla,Der `Ela,10.94114379000,41.93884931000
"3","-2034277","-2825483",12.01944440000,42.31194440000,"120110","421843",38PKU0730330135,KU03,ND38-13,H,WLL,"0",DJ,"5","0","0",,N,,,,DERDARA,Derdara,Derdara,12.02711305000,42.30618885000
"3","-2034277","-2825481",12.01944440000,42.31194440000,"120110","421843",38PKU0730330135,KU03,ND38-13,H,WLL,"0",DJ,"5","0","0",,V,,,,DERDALA,Der Dala,Der Dala,12.01925149000,42.31629279000
"3","-2034258","-2825449",11.54527780000,42.10722220000,"113243","420626",38PJT8445377868,JT87,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DEBELTOU,Debeltou,Debeltou,11.54554746000,42.11430570000
"3","-2034242","-2825431",12.05138890000,43.02750000000,"120305","430139",38PKU8527733009,KU83,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWWANO,Dawwano,Dawwano,12.05179753000,43.02748249000
"3","-2034239","-2825428",11.08916670000,43.01583330000,"110521","430057",38PKT8326726562,KT82,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWWANBAH,Dawwânbah,Dawwanbah,11.08292616000,43.01823635000
"3","-2034238","-2825427",11.00555560000,42.95055560000,"110020","425702",38PKT7607017360,KT71,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWWANBAH,Dawwânbah,Dawwanbah,11.00568697000,42.95235258000
"3","-2034237","-2825426",11.80888890000,42.99000000000,"114832","425924",38PKU8099906208,KU80,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWWANA,Dawwana,Dawwana,11.81083499000,42.98296925000
"3","-2034236","-2825425",11.72555560000,42.70777780000,"114332","424228",38PKT5016097223,KT59,NC38-01,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWWALI,Dawwali,Dawwali,11.72910382000,42.71383154000
"3","-2034230","-2825419",12.37000000000,42.47111110000,"122212","422816",38PKU2500768770,KU26,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWEA,Dawea,Dawea,12.37449500000,42.47940860000
"3","-2034227","-2825416",12.50250000000,42.87166670000,"123009","425218",38PKU6870183051,KU68,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWDAWTOMAGOUR,Dawdawto Magour,Dawdawto Magour,12.50844689000,42.86756823000
"3","-2034225","-2825414",12.19833330000,43.00750000000,"121154","430027",38PKU8321849283,KU84,ND38-13,H,WLL,"0",DJ,"0","0","0",,N,,,,DAWDAWTO,Dawdawto,Dawdawto,12.19624956000,43.00550503000
