Iso3,Country,Site ID,Site name,Borehole name,Automatic Borehole ID,Local Borehole ID,Latitude,Longitude,Elevation in meters above sea level,Status,Drilling date,Unknown drilling date,Last editor,Date of update,Hidden borehole,Depth in m,Static water level in meters below ground level,Type of pump,Pump brand and model,Pump depth in m,Pump motor power in kilowatt,Energy source,Generator brand and model,Generator capacity in kilovolt-ampere (kVA),Casing diameter in inch,Casing material,Screened areas in m,Sum of screened areas in m,End of casing/start of open hole in m,Aquifer type,Driller's yield in m3/hr,Dynamic Water Level at driller's yield in m,Pumping tests (DWL [m] - yield [m3/hr]),Pumping test quality control evaluation from solar tool (read only),Safe yield from solar tool in m3/hr (read only),Transmissivity from constant rate pumping test in m2/sec,Daily pumping time in h,Date of last water quality control,Conductivity in micro S/cm (microsiemen/cm),pH,Turbidity in NTU,Ammonia concentration in mg/L,Arsenic concentration in micro g/L,Fluoride concentration in mg/L,Nitrate concentration in mg/L,Nitrite concentration in mg/L,E-Coli,Solar potential in % (read only),Investment cost estimation in $ (read only),Maintenance cost estimation (read only),Solar gross payback in years (read only),Amount of CO2 avoided in tonnes/year (read only),Attachment description,Comments
SSD,South Sudan,SSDs004118,Yida,YBH-B9,SSD-SSDs004118-003,YBH-B9,10.09991,30.07335,419,active,15/10/2015,,Temesgen Endale,30/09/2019,no,80,41.225,electrical_pump,"Grundfos 
SP 14 - 13, 4KW",60,4,solar,,,5,pvc,"65.0-68.0, 71.0-77.0",9,,,14,,,,,,7.6,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,YBH-B8,SSD-SSDs004118-004,YBH-B8,10.1088,30.07497,421,active,15/12/2015,,Temesgen Endale,30/09/2019,no,78,46.893,electrical_pump,Grundfos SQ5-70,54,7.5,solar_generator,OLYMPIAN PERKIN ENGINE,50,4.5,pvc,66.0-75.0,9,,,5.673,,,,,,7.2,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,014-BH-B7,SSD-SSDs004118-005,Unknown,10.11693,30.07703,426,active,15/10/2015,,,,no,75,,electrical_pump,"Grundfos SQ5-70, 1.8KW",63,1.81,generator,"OLYMPIAN PERKIN ENGINE,",22,5,pvc,69.0-73.0,4,,,5.07,,,,,,12,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,YBH-B4,SSD-SSDs004118-006,YBH-B4,10.1016,30.07896,416,active,23/11/2015,,Temesgen Endale,30/09/2019,no,76,43.23,electrical_pump,Grundfos SP14A-18,54,7.5,solar_generator,OLYMPIAN PERKIN ENGINE,22,4.5,pvc,64.0-73.0,9,,,14.516,,,,,,6.3,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,YBH-B6,SSD-SSDs004118-007,YBH-B6,10.11227,30.08165,416,active,15/12/2014,,Temesgen Endale,30/09/2019,no,82,47.983,electrical_pump,Grundfos SP14A-18,57,7.5,solar,,,4.5,pvc,69.0-78.0,9,,,14.325,,,,,,7.2,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,YBH-SP,SSD-SSDs004118-009,YBH-SP,10.10261,30.08611,412,active,23/01/2015,,Temesgen Endale,30/09/2019,no,60,,electrical_pump,Grundfos SQ5-70,51,1.81,generator,OLYMPIAN PERKIN ENGINE,18,4,pvc,51.0-57.0,6,,,5.375,,,,,,12.4,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,YBH-Komollo,SSD-SSDs004118-010,YBH-Komollo,10.10583,30.08887,413,active,31/10/2014,,Temesgen Endale,30/09/2019,no,58,44.55,electrical_pump,Grundfos SQ5-70,51,1.81,generator,OLYMPIAN PERKIN ENGINE,18,4,pvc,51.0-57.0,6,,,5.4,,,,,,13.9,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,004-BH-RA,SSD-SSDs004118-011,Unknown,10.11487,30.08986,418,active,31/10/2014,,,,no,58,,electrical_pump,Grundfos SQ5-70,54,1.81,grid_generator,"OLYMPIAN PERKIN ENGINE,",18,4,pvc,51.0-57.0,6,,,5.982,,,,,,16.2,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,YBH-GC,SSD-SSDs004118-012,YBH-GC,10.10812,30.09095,409,active,16/10/2014,,Temesgen Endale,30/09/2019,no,58,,electrical_pump,Grundfos SQ7-40,48,1.6,solar_generator,Lister Petter,8.5,4,pvc,51.0-57.0,6,,,4.712,,,,,,11.4,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,002-BH-MB,SSD-SSDs004118-013,Unknown,10.10118,30.09175,408,active,23/07/2014,,,,no,95,,electrical_pump,Grundfos SP14A-25,54,7.5,generator,OLYMPIAN,50,8,pvc,,,,,19.2,,,,,,9.4,,,,,,,,,,,,,,,,,
