Iso3,Country,Site ID,Site name,Borehole name,Automatic Borehole ID,Local Borehole ID,Latitude,Longitude,Elevation in meters above sea level,Status,Drilling date,Unknown drilling date,Last editor,Date of update,Hidden borehole,Depth in m,Static water level in meters below ground level,Type of pump,Pump brand and model,Pump depth in m,Pump motor power in kilowatt,Energy source,Generator brand and model,Generator capacity in kilovolt-ampere (kVA),Casing diameter in inch,Casing material,Screened areas in m,Sum of screened areas in m,End of casing/start of open hole in m,Aquifer type,Driller's yield in m3/hr,Dynamic Water Level at driller's yield in m,Pumping tests (DWL [m] - yield [m3/hr]),Pumping test quality control evaluation from solar tool (read only),Safe yield from solar tool in m3/hr (read only),Transmissivity from constant rate pumping test in m2/sec,Daily pumping time in h,Date of last water quality control,Conductivity in micro S/cm (microsiemen/cm),pH,Turbidity in NTU,Ammonia concentration in mg/L,Arsenic concentration in micro g/L,Fluoride concentration in mg/L,Nitrate concentration in mg/L,Nitrite concentration in mg/L,E-Coli,Solar potential in % (read only),Investment cost estimation in $ (read only),Maintenance cost estimation (read only),Solar gross payback in years (read only),Amount of CO2 avoided in tonnes/year (read only),Attachment description,Comments
AGO,Angola,AGOs003821,Lóvua,Geoaguas BH1,AGO--000001,LB 3,-7.408712,20.060075,816.42,active,10/9/2018,,Michelo Miyoba,18/09/2019,no,135,49.8,electrical_pump,Grundfos SP 11-28,100,5.5,solar,,,5.51,pvc,"52.0-64.0, 76.0-88.0, 112.0-130.0",42,,porous,21,,,,,,4,,,,,,,,,,,,,,,,,
AGO,Angola,AGOs003821,Lóvua,Geoaguas BH2,AGO--000002,LB 4,-7.408397,20.072082,808.58,active,27/09/2018,,Michelo Miyoba,18/09/2019,no,135,45.96,electrical_pump,Grundfos SP11-28,100,5.5,solar,,,5.51,pvc,"75.0-99.0, 105.0-129.0",48,,porous,21,,,,,,6,,,,,,,,,,,,,,,,,
AGO,Angola,AGOs003821,Lóvua,Geoaguas BH3,AGO--000003,LB 5,-7.374467,20.053159,805.68,inactive,9/11/2018,,Michelo Miyoba,18/09/2019,no,81,51.1,hand_pump,,,,,,,5.51,pvc,"36.0-54.0, 60.0-78.0",36,,porous,9.8,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,AGOs003821,Lóvua,DTIG BH1,AGO--000004,LB 1,-7.405653,20.043166,819.22,inactive,29/05/2018,,Michelo Miyoba,18/09/2019,no,140,50.05,electrical_pump,,,,solar,,,6,pvc,"84.0-93.0, 105.0-114.0, 129.0-138.0",27,,porous,10,,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,AGOs003821,Lóvua,DTIG BH2,AGO--000005,LB 2,-7.414325,20.047512,816.24,active,29/06/2018,,Michelo Miyoba,18/09/2019,no,140,32.8,electrical_pump,Grundfos,,,solar,,,6,pvc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
