Iso3,Country,Site ID,Site name,Borehole name,Automatic Borehole ID,Local Borehole ID,Latitude,Longitude,Elevation in meters above sea level,Status,Drilling date,Unknown drilling date,Last editor,Date of update,Hidden borehole,Depth in m,Static water level in meters below ground level,Type of pump,Pump brand and model,Pump depth in m,Pump motor power in kilowatt,Energy source,Generator brand and model,Generator capacity in kilovolt-ampere (kVA),Casing diameter in inch,Casing material,Screened areas in m,Sum of screened areas in m,End of casing/start of open hole in m,Aquifer type,Driller's yield in m3/hr,Dynamic Water Level at driller's yield in m,Pumping tests (DWL [m] - yield [m3/hr]),Pumping test quality control evaluation from solar tool (read only),Safe yield from solar tool in m3/hr (read only),Transmissivity from constant rate pumping test in m2/sec,Daily pumping time in h,Date of last water quality control,Conductivity in micro S/cm (microsiemen/cm),pH,Turbidity in NTU,Ammonia concentration in mg/L,Arsenic concentration in micro g/L,Fluoride concentration in mg/L,Nitrate concentration in mg/L,Nitrite concentration in mg/L,E-Coli,Solar potential in % (read only),Investment cost estimation in $ (read only),Maintenance cost estimation (read only),Solar gross payback in years (read only),Amount of CO2 avoided in tonnes/year (read only),Attachment description,Comments
NAM,Namibia,NAMs001250,Osire,ORC 11,NAM-NAMs001250-001,Unknown,-21.06895,17.361333,,active,2/1/2000,no,Jay Matta,9/7/2020,no,43,13.7,electrical_pump,SQF 2.5.2,,0.3,generator,,,,pvc,,,,porous,,,,,,,,17/12/2019,,,,,,,,,10 to 100,,,,,,,
NAM,Namibia,NAMs001250,Osire,ORC 6,NAM-NAMs001250-002,Unknown,-21.064633,17.366083,,active,4/1/2000,no,Jay Matta,9/7/2020,no,52,13,electrical_pump,SQF 2.5.2,,0.3,generator,,,,pvc,,,,porous,,,,,,,,17/12/2019,,,,,,,,,10 to 100,,,,,,,
NAM,Namibia,NAMs001250,Osire,ORC 4,NAM-NAMs001250-003,Unknown,-21.067967,17.366217,,inactive,1/1/2000,no,Jay Matta,9/7/2020,no,49,13.1,electrical_pump,SQ2-35,,0.7,generator,,,,pvc,,,,porous,,,,,,,,,,,,,,,,,,,,,,,,
NAM,Namibia,NAMs001250,Osire,ORC 3,NAM-NAMs001250-004,Unknown,-21.067383,17.366667,,active,6/1/2000,no,Jay Matta,9/7/2020,no,52,14.1,electrical_pump,SQF 2.5.2,,0.3,generator,,,,pvc,,,,porous,,,,,,,,17/12/2019,,,,,,,,,10 to 100,,,,,,A summary spreadsheet for all boreholes test pumped in 2019 has been attached also with the water quality report.,
NAM,Namibia,NAMs001250,Osire,ORC 5,NAM-NAMs001250-005,Unknown,-21.0646,17.367017,,active,5/1/2000,no,Jay Matta,9/7/2020,no,49,13.8,electrical_pump,SQF 3A-10,,0.4,generator,,,,pvc,,,,porous,,,,,,,,17/12/2019,,,,,,,,,0 to 10,,,,,,,
NAM,Namibia,NAMs001250,Osire,ORC 2,NAM-NAMs001250-006,Unknown,-21.07155,17.371017,,active,2/1/2000,no,Jay Matta,9/7/2020,no,46,13.6,electrical_pump,SQF 3A-10,,0.4,generator,,,,pvc,,,,porous,,,,,,,,17/12/2019,,,,,,,,,0 to 10,,,,,,,
